sha,message,html_url,repository_id,repository_full_name,repository_private,repository_fork
da5373151c7f4f4d6d08666c37a2d23a3aef83dc,"Delete `buck2 docs target-patterns`//Summary: A duplicate of the content at https://buck2.build/docs/concepts/target_pattern/, but emitted on the command line, and slightly stale. Best removed.//Reviewed By: krallin//Differential Revision: D44952915//fbshipit-source-id: 64a16b725b9919bae9e3edf9de31147b07a439ed",https://github.com/facebook/buck2/commit/da5373151c7f4f4d6d08666c37a2d23a3aef83dc,450625045,facebook/buck2,False,False
f26fdbf627741734c670fa6d5ce563a776617b91,"Push configured providers patterns down to build//Summary:/`build` command now operates configured providers pattern.//And then fails converting it to unconfigured provider pattern.//This code is used in the following diff D44310527 to implement configured targets build.//**Important moment**. This diff passes configured provider pattern now to `log_target_pattern` function. This changes nothing for existing builds, but builds with configurations (D44310527) will log configured pattern.//Reviewed By: bobyangyf, krallin//Differential Revision: D44307987//fbshipit-source-id: c83069d867713e59d194d32912f34a904629f376",https://github.com/facebook/buck2/commit/f26fdbf627741734c670fa6d5ce563a776617b91,450625045,facebook/buck2,False,False
72c71c007e7bdf667e3fe69bf7dc3a87ae44c0ac,"fixing deploy script//to conform to new [envvar pattern](https://github.blog/changelog/2022-10-11-github-actions-deprecating-save-state-and-set-output-commands/), fixes #851 upstream",https://github.com/facebook/Rapid/commit/72c71c007e7bdf667e3fe69bf7dc3a87ae44c0ac,161120445,facebook/Rapid,False,False
72c0c0cb7d5c84b3f655cafd090ab2af4ba247cd,"ctargets command//Summary:/Basic version of `ctargets` command.//Only outputs target names.//Resolves targets like `build` command does: no universe, each pattern is resolved independently. But incompatible targets are skipped.//Following diff D44563442 adds an option to skip non-existing targets, which is needed for RL TD.//Reviewed By: bobyangyf//Differential Revision: D44561146//fbshipit-source-id: f35af46f07b7e038a24a756cdd0be9982e1d9730",https://github.com/facebook/buck2/commit/72c0c0cb7d5c84b3f655cafd090ab2af4ba247cd,450625045,facebook/buck2,False,False
3f2e7957e0c88950352f2a9eb902ccb74ed485f8,Prohibit ... in target name//Summary:/Command like//```/buck2 build foo/.../```//should be unambiguous: it should always work as target pattern `...` instead of possibility of being interpreted as//```/buck2 build foo/...:.../```//Reviewed By: bobyangyf//Differential Revision: D44474817//fbshipit-source-id: 00e532be975bed68b09d1cbde444ba0f1465b52d,https://github.com/facebook/buck2/commit/3f2e7957e0c88950352f2a9eb902ccb74ed485f8,450625045,facebook/buck2,False,False
596504839e49689277d131aae33c76d9265c3a27,"Add a `buck2 starlark lint` command//Summary: Just a placeholder, following the audit command pattern for now. Fleshed out in the next diff.//Reviewed By: stepancheg//Differential Revision: D42538396//fbshipit-source-id: f63c17c5345e90eb58b572ec6b799a81ff428666",https://github.com/facebook/buck2/commit/596504839e49689277d131aae33c76d9265c3a27,450625045,facebook/buck2,False,False
e1b926b118b5a69e1d8a5093ae3ffbcd9f1c3e36,[IDE] Update documentHighlight to use cached ast//Summary:/This diff updates the documentHighlight LSP command to follow the pattern of other LSP commands and use the cached ast/typed ast. This will improve perf as it doesn't have to re-parse the ast every time.//Changelog: Improve performance of the documentHighlight LSP command//Reviewed By: mroch//Differential Revision: D42467823//fbshipit-source-id: af0ff6cf2b8711da351d6283007a158e5c627135,https://github.com/facebook/flow/commit/e1b926b118b5a69e1d8a5093ae3ffbcd9f1c3e36,25880891,facebook/flow,False,False
f06abbef136ff1ef687fa851763be281d737a52c,buck2: implement restarter//Summary:/Like it says in the title. Actually give the restarter the ability to observe what we did/so that it can decide whether we should restart the command.//This pattern-matches off of our existing implementation that we use for exit codes/since the reasons we set an exit code and the reasons we decide to restart are/usually fairly similar.//Reviewed By: get9//Differential Revision: D44997254//fbshipit-source-id: 60bad937aac910c52119a99327eca8611db879dd,https://github.com/facebook/buck2/commit/f06abbef136ff1ef687fa851763be281d737a52c,450625045,facebook/buck2,False,False
017716ca4b34a168b1581a996d7b6875004be0a4,"[IDE] Fix bug in document highlight with destructuring//Summary:/I noticed a bug in the DocumentHighlight command where it didn't handle highlighting on object keys that are renamed in a destructuring pattern./```/let { x: _x, y: _y } = { x, y };/      ^ Hovering here does nothing/```/This is because the searcher (or typechecker hooks in the old version) don't consider destructuring patterns when looking for the object key that matches the target location. It works when the destructure is not renamed because it is found in the local var searcher.//This diff fixes the bug in the rewritten document highlight command. Since this is being rolled out next release, I'm not fixing the existing but in the implementation of document highlight using typechecker hooks.//Changelog: [Fix] DocumentHighlight now correctly highlights destructured object keys//Reviewed By: darichey//Differential Revision: D43202925//fbshipit-source-id: 6ad22890da7f089543fb3b4dfa86bcadb24cafc4",https://github.com/facebook/flow/commit/017716ca4b34a168b1581a996d7b6875004be0a4,25880891,facebook/flow,False,False
af783982d06a6679129446188ef0b8bf3e27509d,"Replace hasattr with getattr in idb/cli/commands/xctest.py//Summary:/The pattern/```/X.Y if hasattr(X, ""Y"") else Z/```/can be replaced with/```/getattr(X, ""Y"", Z)/```//The [getattr](https://www.w3schools.com/python/ref_func_getattr.asp) function gives more succinct code than the [hasattr](https://www.w3schools.com/python/ref_func_hasattr.asp) function. Please use it when appropriate.//**This diff is very low risk. Green tests indicate that you can safely Accept & Ship.**//Reviewed By: Nekitosss//Differential Revision: D44886655//fbshipit-source-id: 99938f2bbccb23e0e92632421da48763b0a25256",https://github.com/facebook/idb/commit/af783982d06a6679129446188ef0b8bf3e27509d,41870517,facebook/idb,False,False
07f4b0d92ff6c7a09e6e196d1aa01257c0b508ec,"feat(cli): new command to diff memory leaks based on a control run and a treatment run//Summary:/## Summary/This diff stack adds a new command `memlab diff-leaks` that takes two memlab working directories as input (one for control group, one for test group). The command finds out if there are any new memory leak patterns detected in the test group while not in the control group.//This command will be useful for detecting new memory leaks caused by experiments or diffs. This will also be useful for ad hoc heap investigation.//## Changes in this Diff/Adding a new empty CLI command (`diff-leaks`) and corresponding CLI options for taking in control and test groups' working directory. The business logic of the CLI command will be added in the followup diffs.//Reviewed By: tulga1970//Differential Revision: D41856306//fbshipit-source-id: e7607621e43189ba2b6e1431b7712fb9f6a2e377",https://github.com/facebook/memlab/commit/07f4b0d92ff6c7a09e6e196d1aa01257c0b508ec,496768943,facebook/memlab,False,False
